How to Make Crispy Air Fryer French Fries,"Crispy french fries in under 30 minutes without deep-frying? It's possible with the air fryer! Crispy and salty on the outside, and soft and fluffy on the inside. What could be better?","['Side Dish', 'Snack', 'Air Fryer', 'How To', 'Quick and Easy', 'Vegetarian', 'Potatoes', 'Vegetables']","1 hour, 10 minutes",20 minutes,2 to 4 servings,"['1 1/2 pounds russet potatoes (peeled if you want)', '2 teaspoons canola oil or other vegetable oil', '1 tablespoon chopped fresh rosemary or 1 teaspoon dried rosemary', '1/2 teaspoon fine sea salt (or regular salt)', '1/4 teaspoon freshly cracked black pepper']","['Soak the potatoes. Scrub the potatoes clean and slice them long ways, 1/4 to 1/2-inch thick. Soak them in a bowl of ice water for at least an hour, or up to 24 hours (in the fridge) if need be.']",https://www.simplyrecipes.com/wp-content/uploads/2018/10/Air-Fryer-French-Fries-LEAD-VERTICAL.jpg,Carrie Havranek
Mexican Wedding Cookies,"Crumbly, buttery, and nutty - Mexican Wedding Cookies are irresistible. Also called Russian Tea Cakes. Make with pecans, walnuts, almonds, or any other nut.","['Dessert', 'Christmas', 'Baking', 'Cookie', 'Almond', 'Christmas Cookie', 'Nut', 'Pecan', 'Walnut']",10 minutes,18 minutes,24 to 30 cookies,"['1 cup (115 g) pecan pieces', '1 cup (225 g or 2 sticks) unsalted butter at room temperature', '3/4 cup (85 g) powdered sugar, sifted', '2 teaspoons vanilla extract', '2 cups (280 g) all-purpose flour', '1/2 teaspoon kosher salt', '1 1/4 cup (145 g) powdered sugar']","['Toast the nuts on the stovetop: Place the nuts in a medium skillet and place over medium heat. Toast the nuts, stirring frequently, until they darken slightly and smell fragrant and nutty, about 5 minutes.']",https://www.simplyrecipes.com/wp-content/uploads/2016/10/2016-10-29-MexicanWeddingCookies-12.jpg,Irvin Lin
Almond Crescent Cookies,"Almond crescents, little almond cookies shaped into crescents and dusted with powdered sugar.","['Baking', 'Cookie', 'Almond', 'Christmas Cookie']",15 minutes,20 minutes,Makes 2 1/2 dozen cookies,"['1 cup of butter, room temperature', '2/3 cup of sugar', '1 teaspoon of vanilla extract', '1 teaspoon of almond extract', '2 1/2 cups of flour', '1 cup of almond flour (can substitute ground almonds*)', '1/4 cup of powdered sugar for sprinkling']",['Beat the butter and the sugar together until light and fluffy. Add the vanilla and almond extracts and mix.'],https://www.simplyrecipes.com/wp-content/uploads/2007/11/almond-crescent-cookies-vertical-a-1200.jpg,Garrett McCord
Flourless Lemon Almond Cake,"A gluten-free, light and airy lemon cake make with almond flour, eggs, and sugar. Perfect for a holiday dessert!","['Video', 'Dessert', 'Baking', 'Gluten-Free', 'Almond', 'Cake', 'Lemon', 'Torte']",20 minutes,40 minutes,Serves 8,"['4 eggs (large), separated into 4 egg yolks and 4 egg whites, room temperature (see how to separate eggs)', '2 Tbsp lemon zest, packed', '1/2 cup (100 g) white sugar, divided 1/4 cup (50 g) and 1/4 cup (50 g)', '1 1/2 cup lightly scooped (144 g) finely ground blanched almond flour', '1 teaspoon baking powder (make sure your baking powder is fresh!)', '1/4 teaspoon ground cardamom', '1 teaspoon white or cider vinegar', 'Pinch of salt', 'Powdered sugar for sprinkling']","['Preheat oven, prepare pan:\xa0Preheat the oven to 350°F (175 °C). \xa0Place a round of parchment paper on the bottom of a 8 or 9-inch springform pan, and grease it and the sides of the pan with butter or cooking spray.']",https://www.simplyrecipes.com/wp-content/uploads/2012/12/flourless-lemon-almond-cake-vertical.jpg,Elise Bauer
Amaretti Cookies,"Homemade Italian amaretti cookies! Small, crunchy, chewy-inside, macaroon-like cookies made with almond flour, egg whites, and sugar. ","['Baking', 'Cookie', 'Almond']",4 minutes,30 minutes,Makes about 30 cookies,"['2 1/2 cups of almond flour -or- 3 cups of blanched slivered almonds, finely ground up', ""1 1/4 cup of baker's sugar (superfine sugar)"", '3 egg whites', '1/2 teaspoon of vanilla extract', '1 teaspoon of almond extract', 'Extra sugar for dusting']",['Prepare oven and baking sheet: Preheat oven to 300°F and line baking sheets with parchment paper.'],https://www.simplyrecipes.com/wp-content/uploads/2007/10/amaretti-cookies-horiz-a-1800.jpg,Garrett McCord
Chinese Almond Cookies,Bring in the new year (Chinese New Year that is) with these classic Chinese almond cookies.,"['Cookie', 'Chinese', 'Almond']",20 minutes,15 minutes,Makes 4 to 5 dozen cookies,"['1 1/3 cups of almond flour, lightly packed', '1 cup of unsalted butter, chilled and cut into cubes', 'Pinch of kosher salt', '2 eggs', '1 teaspoon of almond extract', '1 3/4 cups of flour', '1 cup + 2 tablespoons of sugar', '1/2 teaspoon of baking soda', 'Thinly sliced almonds']","['Beat almond flour, salt, butter:\xa0Place the almond flour, salt, and butter into an electric mixer with a paddle attachment and beat on medium speed for three minutes. The mixture will become coarse and chunky looking.']",https://www.simplyrecipes.com/wp-content/uploads/2010/02/chinese-almond-cookies-vertical-a-1800.jpg,Garrett McCord
Almond Shortbread Cookies,"Almond Shortbread Cookies! For the holidays or ""just because."" Made with a mix of almond flour and regular flour, and topped with sliced almonds for even more almond flavor.","['Dessert', 'Christmas', 'Holiday', ""Mother's Day"", 'Baking', 'Make-ahead', 'Almond', 'Christmas Cookie', 'Cookie']",10 minutes,40 minutes,12 to 16 cookies,"['Butter, for the baking pan', '1 stick (4 ounces, 8 tablespoons) unsalted butter, cut into 1-inch slices, at room temperature', '3/4 cup (148g) sugar', '1 cup (120g) flour', '1/2 cup (56g) cornstarch', '1/2 cup (48g) almond flour', '1/2 teaspoon salt', '1 teaspoon vanilla extract', '1 tablespoon milk', '1/3 cup sliced almonds', 'Powdered sugar (for sprinkling)']","['Preheat the oven to 350ºF. Generously butter a 9-inch pie pan, or a tart pan with a removable rim.']",https://www.simplyrecipes.com/wp-content/uploads/2017/12/2017-12-Almond-Shortbread-Cookies-3.jpg,Sally Vargas
Herb-Spiced Mixed Nuts,"Once you taste these salty-sweet Herb-Spiced Mixed Nuts, you'll be glad you invited people over to help you eat them. They're dangerously good. Make them right before guests walk through the door and be prepared to make a second batch!","['Appetizer', 'Snack', 'Holiday', 'Quick and Easy', 'Almond', 'Nut', 'Pecan', 'Walnut']",5 minutes,15 minutes,3 to 4 cups,"['3 to 4 cups (283 to 354g) pecans, walnuts, and almonds', '2 tablespoons unsalted butter, olive oil, or coconut oil', '1 tablespoon chopped rosemary', '1 tablespoon chopped sage', '1 tablespoon chopped thyme', '1/8 to 1/4 teaspoon cayenne pepper', '2 tablespoons maple syrup', '1 teaspoon kosher salt']",['Preheat the oven to 350°F.'],https://www.simplyrecipes.com/wp-content/uploads/2018/11/nuts00040-LEAD-4v2.jpg,Carrie Havranek
Ginger Almond Biscotti,"Ginger almond biscotti cookie recipe with ginger and toasted almonds, as well as cinnamon, nutmeg, cloves, and all spice.  Perfect for dipping in coffee.","['Baking', 'Cookie', 'Almond', 'Biscotti', 'Ginger']",30 minutes,50 minutes,Makes about 36 biscotti,"['1 cup blanched slivered almonds', '3/4 cup (170 g) sugar', '1/2 cup (1 stick) butter', ""1/2 cup molasses (NOT blackstrap molasses, it's too bitter)"", '3 large eggs', '1/4 cup minced fresh ginger', '3 cups (400 g) all purpose flour', '1 teaspoon baking powder', '1 teaspoon cinnamon and nutmeg', '1/2 teaspoon each ground cloves and allspice']","['Bake the almonds:\xa0Spread the almonds out on a sheet pan and bake them at 350°F for 10 minutes. Let cool, then roughly chop.']",https://www.simplyrecipes.com/wp-content/uploads/2004/12/ginger-almond-biscotti-vertical-b-1800.jpg,Elise Bauer
Almond Pound Cake with Orange Glaze,Fine crumb almond pound cake speckled with orange zest and glazed with a citrus orange glaze. ,"['Dessert', 'Easter', ""Mother's Day"", 'Baking', 'Almond', 'Orange', 'Pound Cake']",10 minutes,"1 hour, 15 minutes",Makes one loaf,"['5 ounces (140 g) almond paste (we recommend\xa0Odense almond paste),\xa0grated', '1 1/2 cups (300 g) white granulated sugar', '4 ounces (1/2 cup or 1 stick) butter, room temperature', '4 large eggs', '1 teaspoon orange zest', '1 teaspoon vanilla', '1/2 cup (120 g) plain (full fat) Greek yogurt (or sour cream)', '1 1/2 cups (200 g) all purpose flour', '1 teaspoon baking powder', '1/2 teaspoon salt (if using unsalted butter)', '1/3 cup (43 g) powdered sugar', '2 teaspoons orange juice', '1/2 teaspoon lemon juice', '1/2 teaspoon orange zest']","['Preheat oven, prepare loaf pan: Preheat oven to 325°F. Grease the inside of a 5x9x3-inch loaf pan with butter or with non-stick spray.']",https://www.simplyrecipes.com/wp-content/uploads/2015/04/almond-pound-cake-orange-glaze-vertical-600.jpg,Elise Bauer
Oatmeal Almond Butter Breakfast Cookies,Need an easy grab-and-go breakfast? Make these Oatmeal Almond Butter Breakfast Cookies! They are PACKED with nourishing ingredients to fuel you through your day.,"['Breakfast', 'Brunch', 'Snack', 'Baking', 'Kid-friendly', 'Almond', 'Cookie', 'Oatmeal']",10 minutes,18 minutes,16 cookies,"['2 cups rolled oats (not quick-cooking oats)', '1 cup all-purpose flour', '1 cup whole wheat flour', '1/2 cup wheat germ', '2 teaspoons baking soda', '1 teaspoon kosher salt', '1 teaspoon ground cinnamon', '1 1/2 cups almond butter, room temperature (see Recipe Note)', '1 1/3 cups light brown sugar, packed', '2 teaspoons vanilla extract', '2 large eggs', '1/3 cup water', '1 cup semi-sweet chocolate chips']",['Preheat the oven: Preheat your oven to 350°F. Line a sheet pan with parchment paper or a silicone baking mat.'],https://www.simplyrecipes.com/wp-content/uploads/2018/10/Almond-Butter-Breakfast-LEAD-VERTICAL.jpg,Marta Rivera
Chewy Almond Squares (Blondies),"Almond blondies! Chewy almond squares, easy to make, no need for a mixer.","['Dessert', 'Baking', 'Almond', 'Blondie']",15 minutes,30 minutes,Makes 9 squares.,"['1/2 cup butter (1 stick, 112 g), melted, plus butter for greasing the pan', '1 cup tightly packed light brown sugar', '1 egg, lightly beaten', '1 tablespoon of almond extract', '1 cup (128 g) all purpose flour', '1/2 teaspoon baking powder', '1/8 teaspoon baking soda', 'Pinch of salt', '1/3\xa0cup toasted,\xa0blanched almonds, chopped', 'Whole almond halves for decoration', 'One 8x8-inch baking pan']","['Preheat oven, prep pan, toast almonds:\xa0Preheat your oven to 350°F. Grease an 8x8-inch baking pan with butter. Toast blanched almonds if you have not already done so, and when cool, roughly chop them.']",https://www.simplyrecipes.com/wp-content/uploads/2014/08/chewy-almond-squares-vertical-a-1800.jpg,Elise Bauer
Ginger Chicken with Almonds,"Delicious ginger chicken! Chicken strips, marinated in coriander and ginger, stir-fried with scallions and ginger, served mixed with mango chutney and topped with toasted almonds.","['Dinner', '1-Pot', 'Quick and Easy', 'Gluten-Free', 'Low Carb', 'Almond', 'Chicken', 'Chicken Breast', 'Ginger']",15 minutes,15 minutes,Serves 4-6,"['4 boneless, skinless chicken breast halves (1 1/2 - 2 pounds total)', '2 teaspoons ground coriander', '1 teaspoon grated fresh ginger plus ¼ cup julienned fresh ginger (see How to Peel, Chop, and Grate Ginger)', '4 teaspoons canola oil or vegetable oil', '2 teaspoons white-wine vinegar', '1 teaspoon of cornstarch', '1/2 teaspoon kosher salt', '1/4 teaspoon freshly ground pepper', '4 large scallions (or 6 small), trimmed', '1/2 cup mango chutney, large pieces chopped', '1/4 cup chicken broth', '1 teaspoon minced garlic', '1/4 cup sliced almonds, toasted']",['Slice chicken crosswise into ½-inch-thick pieces.'],https://www.simplyrecipes.com/wp-content/uploads/2008/07/ginger-chicken-almonds-600-wm.jpg,Elise Bauer
Cherry Almond Granola with Vanilla Crumbles,Crunchy vanilla crumbles make this cherry almond granola extra special. They're not hard to make and they add a salty-sweet crunch to every bite. Time to up your breakfast game!,"['Breakfast', 'Brunch', 'Snack', 'Kid-friendly', 'Make-ahead', 'Almond', 'Cherry', 'Granola']",10 minutes,50 minutes,6 cups granola and crumbles,"['6 tablespoons instant nonfat dry milk (such as Carnation)', '1/4 cup all-purpose flour', '2 tablespoons sugar', '2 tablespoons cornstarch', '1/8 teaspoon salt', '3 tablespoons melted butter', '1 tablespoon vanilla extract, or the 1 vanilla bean, seeded and scraped', '3 cups old-fashioned rolled oats, divided', '3 tablespoons oil', '2 tablespoons maple syrup', '1/3 cup brown sugar', '1 teaspoon vanilla extract', '1 teaspoon almond extract', '1/2 teaspoon cinnamon', '1/2 teaspoon salt', '1/4 cup slivered almonds', '3/4 cup dried cherries']",['Heat the oven to 250°F.'],https://www.simplyrecipes.com/wp-content/uploads/2018/05/Cherry-Almond-Granola-LEAD-VERTICAL.jpg,Summer Miller
Grain-Free Apple Honey Cake,"Apple Honey Cake! Made with almond flour, eggs, honey, apples, and spices. Grain-free, gluten-free, and dairy-free. Make it a day ahead or whip it up at the last minute!","['Dessert', 'Favorite Fall', 'Holiday', 'Baking', 'Make-ahead', 'Allergy-Friendly', 'Gluten-Free', 'Almond Flour', 'Apple', 'Cake', 'Fruit', 'Honey']",20 minutes,30 minutes,8 to 10 servings,"['1 1/2 cups (6 ounces) almond flour', '1 teaspoon ground cinnamon', '1/4 teaspoon ground nutmeg', '3/4 teaspoon salt', '3 large eggs', '1/4 cup honey', '2 tablespoons neutral-tasting oil (I use avocado oil)', '1 medium (7-ounce) Granny Smith apple, peeled and cut into thin matchsticks, or grated coarsely', '1/2 cup powdered sugar', '2 tablespoons honey', '1 tablespoon almond milk or water', '1/4 cup sliced almonds']",['Preheat the oven and prepare a cake pan: Preheat the oven to 325ºF. Grease an 8-inch cake pan and place a round of parchment in the bottom of the pan.'],https://www.simplyrecipes.com/wp-content/uploads/2017/09/grain-free-apple-cake-vertical-a-1600.jpg,Coco Morante
Spicy Paleo Pumpkin Muffins,These Spicy Paleo Pumpkin Muffins are grain-free and vegetarian. Perfect grab-and-go breakfast! ,"['Breakfast', 'Brunch', 'Snack', 'Baking', 'Gluten-Free', 'Low Carb', 'Paleo', 'Vegetarian', 'Almond Flour', 'Pumpkin']",20 minutes,20 minutes,12,"['2 1/2 cups almond flour', '3/4 cup tapioca starch', '1 1/2 tablespoons coconut flour', '1 teaspoon baking soda', '1 1/2 teaspoons baking powder', '1/2 tablespoon smoked paprika', '1 teaspoon crushed chili flakes (I used chipotle chili flakes)', '1 1/2 teaspoons ground cumin', '1/2 teaspoon salt', '4 large eggs', '1/2 cup olive oil, melted ghee, or melted butter', '2 tablespoons honey', '1 tablespoon red wine vinegar', '1 packed cup grated raw sugar or pie pumpkin (avoid jack-o-lantern pumpkins)', '1/2 cup diced red bell pepper', '1/2 cup diced onion', '3/4 cups toasted pepitas or pumpkin seeds (divided)']",['Preheat oven to 350F. Line a muffin tin with muffin papers'],https://www.simplyrecipes.com/wp-content/uploads/2016/09/2016-09-28-Paleo-Muffins-8.jpg,Sabrina Modelle
Chicken Scampi with Angel Hair Pasta,"20 Min EASY Chicken Scampi with Angel Hair Pasta! Swap the shrimp for chicken in this classic recipe. All you need is chicken, angel hair pasta, butter, olive oil, garlic, white wine, lemon, and parsley. Perfect midweek dinner!","['Family-Friendly', 'Dinner', 'Budget', 'Comfort Food', 'Quick and Easy', 'Angel Hair Pasta', 'Chicken', 'Chicken Breast', 'Pasta and Noodles']",5 minutes,15 minutes,2 to 4 servings,"['1/2 pound angel hair pasta', '2 tablespoons unsalted butter', '2 tablespoons olive oil', '1/2 pound boneless, skinless chicken cutlets', '1/2 teaspoon salt', '1/4 teaspoon ground black pepper', '4 cloves garlic, minced', '1/8 teaspoon (a pinch) crushed red pepper flakes', '1/2 cup dry white wine, such as Sauvignon Blanc', 'Zest and juice of 1 lemon, plus more lemon wedges for serving (about 1 tablespoon of zest and 3 tablespoons of juice)', '1/4 cup chopped parsley']","['Make the pasta: Cook the pasta in a large pot of salted boiling water, according to package instructions or until al dente. Scoop out about a cup of the pasta cooking water and set it aside. Drain the pasta.']",https://www.simplyrecipes.com/wp-content/uploads/2017/09/2017-10-04-ChickenScampi-6.jpg,Aaron Hutcherson
Classic Pasta Primavera,"Angel hair pasta with a butter, cream, Parmesan sauce, and plenty of fresh vegetables - broccoli, zucchini, asparagus, snow peas, tomatoes, garlic and basil.","['Vegetarian', 'Angel Hair Pasta', 'Broccoli', 'Pasta and Noodles', 'Vegetables', 'Zucchini']",20 minutes,10 minutes,Serves 4,"['1/2 pound angel hair pasta or spaghetti', '1 small bunch broccoli, about 1 heaping cup of florets', '1 small zucchini, diced', '4 asparagus spears', '1/2 cup peas, fresh or frozen', '1/2 cup snow peas', '3 minced garlic cloves', '3 Roma or other paste tomatoes, seeded and diced', '12 basil leaves, chopped', '4 tablespoons butter', '1/4 cup chicken broth (use vegetable broth for vegetarian option)', '1/2 cup heavy cream', '1/2 cup grated parmesan cheese', 'Salt']","['Blanch the broccoli, asparagus, snow peas: Get a large pot of water boiling. Salt it well. It should taste like the sea. Fill a large bowl with ice water. Boil the broccoli for 1 minute.']",https://www.simplyrecipes.com/wp-content/uploads/2010/06/classic-pasta-primavera-vertical-600.jpg,Hank Shaw
